Links,Name,Price,Location,Date,Description
https://www.olx.com.pk/item/samsung-a12-iid-1099842766,samsung a12,"Rs 20,000","Peco Road, Lahore",2 hours ago,samsung a12 4 128gb all oka hai firgar off hai baki oka hai box b hai exchange and sale
https://www.olx.com.pk/item/4gb-128gb-pta-aproved-dule-sim-iid-1099842723,4gb 128gb pta aproved dule sim,"Rs 13,500","New Samanabad, Lahore",2 hours ago,Nova 2 plus 10/9 berry timing bht achi ha camera b acha ha
https://www.olx.com.pk/item/realme-c3-iid-1099842685,REALME C3,"Rs 14,000","Jail Road, Lahore",2 hours ago,"•REALME C3•
•BOX+CHARGER•
•3/32GB•
•NEVER OPENED REPAIRED•
•10/10•
•2 DAYS BACKUP•
•SHEET APPLIED ON BACK SIDES•
•SLIGHTLY USED•
•SERIOUS BUYERS CONTACT ME•
JAZAKALLAH"
https://www.olx.com.pk/item/urgent-sale-iid-1099842601,urgent sale,"Rs 16,000","Ichhra, Lahore",2 hours ago,Hot 11S 4/128 good condition
https://www.olx.com.pk/item/i-phone-7plus-iid-1099842536,i phone 7plus,"Rs 15,500","Township - Sector A2, Lahore",2 hours ago,i phone 7plus 128gb non pta all ok orignal pannel finger working just battery change
https://www.olx.com.pk/item/4-64-ha-all-oka-iid-1099842498,4 64 ha all oka,"Rs 20,000","Shahdara, Lahore",2 hours ago,koi masla nahi good condition ha
https://www.olx.com.pk/item/realme-c11-with-box-charger-2-32-iid-1099842387,Realme C11 With Box Charger 2 32,"Rs 16,200","Meharpura, Lahore",2 hours ago,"Realme C11 With Box Charger
2 GB Ram 32 GB Storage 
Screen pr Halka sa Neshan hn
Pic ma dekh Sakta hn ap
Baki Koi masla Koi Kharbi nhi
Charger Local Hn lakn Sahi chalta
Serious person Msg Kara 
Whatsapp Or Call Dono hn
Location Meharpura Awan Town Lahore"
https://www.olx.com.pk/item/samsung-a30-exchnge-iid-1099842360,samsung A30 exchnge,"Rs 13,000","Johar Town, Lahore",2 hours ago,"4 64 pta approved finger ok front se minor sa breek camere ke opr se pics me dekh lo 10/9
Exchnge possible"
https://www.olx.com.pk/item/iphone-7-plus-128-gb-my-whatsapp-number-03106441528-iid-1099842354,iphone 7 plus 128 GB my WhatsApp number 03106441528,"Rs 16,500","Mohlanwal Scheme, Lahore",2 hours ago,"iPhone 7 plus 128 GB for sale 
and PTA approved
With complete box
and good condition
No open no repair no any fault
and 7 day check warranty
Home delivery all Pakistan"
https://www.olx.com.pk/item/samsung-galaxy-a71-03164596567-whatsapp-iid-1099842326,Samsung Galaxy a71 /03164596567 whatsapp,"Rs 19,500","Chungi Amar Sadhu, Lahore",2 hours ago,"Samsung Galaxy a71 exchange possible
Ram 8 Rom 128 non pta 
Display finger panel mein shade hai
No. No line no break good battery time 
Condition use"
https://www.olx.com.pk/item/realme-c11-with-box-charger-2-32-iid-1099842322,Realme C11 With Box Charger 2 32,"Rs 16,000","Meharpura, Lahore",2 hours ago,"Realme C11 With Box Charger
2 GB Ram 32 GB Storage 
Screen pr Halka sa Neshan hn
Pic ma dekh Sakta hn ap
Baki Koi masla Koi Kharbi nhi
Charger Local Hn lakn Sahi chalta
Serious person Msg Kara 
Contact 0/3/0/6/4/1/6/8/9/3/1
Whatsapp Or Call Dono hn
Location Meharpura Awan Town Lahore"
https://www.olx.com.pk/item/iphone-6plus-64-gb-pta-prove-iid-1099842292,iphone 6plus 64 gb pta prove,"Rs 14,000","Ali Town, Lahore",2 hours ago,iphone 6plus 64gb pta prove battery health 83 panal change finger not working
https://www.olx.com.pk/item/one-plus-6-dual-sim-official-pta-proved-not-patched-iid-1099842271,One plus 6 ( dual sim official pta proved not patched ),"Rs 15,000","PGECHS Phase 1, Lahore",2 hours ago,"One plus 6 
ram : 8 gb
storage 128 gb
phone condition : 7/10 ( scratches and dents ) 
back change krwai thi original toot gyi thi 
box charger wagera is ka complete genuine / original hai 
phone ki working me koi issue nhi hai as a secondary phone use kr rha tha to share hotspot 
all original and fresh pics attached hain 
fingure print and screen is working perfectly no issue 
battery timming 4 to 6 hours normal use pr 
all details mention hain bakaya ap log please faltu ki offers na dein 
no exchange only sell 
rate pehle hi munasib lga rha Hn"
